Server,Server ID,Latency,Jitter,Packet Loss,Download,Upload,Downbload bytes,Upload bytes,Share URL,Download Speed,Upload Speed
Partner Communications - Tel Aviv,17022,1.699,0.209,0,107971423,11738437,940709664,45858753,https://www.speedtest.net/result/c/ea9745e1-9d60-406a-a762-5bcd7aeefaef,863.771384,93.907496
Partner Communications - Tel Aviv,17022,1.692,0.186,0,103945198,11746126,974247392,42323881,https://www.speedtest.net/result/c/92c2ef2f-d6bb-409e-9318-060852778b05,831.561584,93.969008
Partner Communications - Tel Aviv,17022,1.785,0.18,0,98968217,11839466,982809313,42291967,https://www.speedtest.net/result/c/ad51fdc3-1233-475d-bdb2-90a126a44fb9,791.745736,94.715728
Partner Communications - Tel Aviv,17022,1.728,0.098,0,104834512,11730212,423591424,42265506,https://www.speedtest.net/result/c/f81b709f-6603-4d8f-9b7d-70b1bd5c999a,838.676096,93.841696
Partner Communications - Tel Aviv,17022,1.931,0.096,0,101301368,11731640,765940144,42252059,https://www.speedtest.net/result/c/b6ea41aa-5467-46a4-b236-0ff0872458f4,810.410944,93.85312
Partner Communications - Tel Aviv,17022,1.544,0.349,0,97151584,11714211,953586144,43310207,https://www.speedtest.net/result/c/9cb2fe63-784b-4ca5-8f71-1aa2a578fedb,777.212672,93.713688
Partner Communications - Tel Aviv,17022,1.962,0.053,0,101712156,11709896,1158505376,42104163,https://www.speedtest.net/result/c/223d4d78-6ffe-4441-8873-9cbb4620d5fe,,
Partner Communications - Tel Aviv,17022,1.975,0.044,0,100293743,11739142,896157296,42285955,https://www.speedtest.net/result/c/a687c47f-5ddc-4106-bb6a-706ea3e1513d,,
Partner Communications - Tel Aviv,17022,1.719,0.132,0,100650731,11738604,1176851904,42264796,https://www.speedtest.net/result/c/b171c6c1-88a2-4848-b0f3-159fb448683f,,
Partner Communications - Tel Aviv,17022,1.805,0.183,0,93438509,11714298,776028624,42187412,https://www.speedtest.net/result/c/c57e6506-ddc9-4c74-8695-82183cf863c6,,
Partner Communications - Tel Aviv,17022,1.724,0.138,0,101571115,11719795,834824272,42392900,https://www.speedtest.net/result/c/6680af57-15f9-4cd8-a8f5-59c559b1a991,,
Partner Communications - Tel Aviv,17022,1.948,0.046,0,98696377,11735715,720714704,42411535,https://www.speedtest.net/result/c/2562f3f9-e35b-4212-9879-02271941f60d,,
Partner Communications - Tel Aviv,17022,1.577,0.165,0,102406401,11716254,625646624,45733236,https://www.speedtest.net/result/c/7827fdf1-a1ce-45a3-92fb-98863e86ee62,,
Partner Communications - Tel Aviv,17022,1.638,0.294,0,102081952,11743171,750217312,44786217,https://www.speedtest.net/result/c/30e1a3af-7a22-48e0-8577-c163d54d500d,,
Partner Communications - Tel Aviv,17022,1.506,0.177,0,106348386,11701017,438110784,42305244,https://www.speedtest.net/result/c/7633f7db-5d66-4174-97f5-4d9159be46cf,,
Partner Communications - Tel Aviv,17022,1.548,0.185,0,104235626,11667064,1507200112,42212351,https://www.speedtest.net/result/c/71775d94-1ed5-445d-a45e-d21f08bd8021,,
Partner Communications - Tel Aviv,17022,1.604,0.143,0,100668531,11727761,1470088808,42178006,https://www.speedtest.net/result/c/8d74b2c7-410c-49dc-aa77-9c6b629eca95,,
Partner Communications - Tel Aviv,17022,1.68,0.343,0,98664280,11832504,693599024,43617998,https://www.speedtest.net/result/c/afc25dc5-e20e-4c0a-8bd0-e33d0589fba7,,
Partner Communications - Tel Aviv,17022,1.55,0.091,0,101459117,11737901,1016820704,42241925,https://www.speedtest.net/result/c/880c8a35-7f72-4fa6-b32c-581eb4b98311,,
"Partner Communications - Tel Aviv","17022","1.925","0.123","0","104940098","11725245","465308479","42196120","https://www.speedtest.net/result/c/bf077814-841b-4f7d-b6cc-b3f6f9e1e543"
"Partner Communications - Tel Aviv","17022","1.885","0.096","0","97200937","11735711","675950304","42262803","https://www.speedtest.net/result/c/29d91995-e98d-4777-bcfe-95ae218a21bb"
"Partner Communications - Tel Aviv","17022","1.805","0.093","0","96523079","11746943","385161904","43613398","https://www.speedtest.net/result/c/0f97bf38-d1d6-4aeb-bc19-66873177386d"
"Partner Communications - Tel Aviv","17022","1.926","0.044","0","96590264","11738681","725067936","42269847","https://www.speedtest.net/result/c/462a24ae-b8f4-45cf-b1eb-19e2b3bafd2e"
"Partner Communications - Tel Aviv","17022","1.864","0.075","0","102042448","11740429","1139598784","45856800","https://www.speedtest.net/result/c/329ca333-5c0e-4071-b5cc-5d81bdaf2e72"
"Partner Communications - Tel Aviv","17022","1.972","0.049","0","97849611","11743949","653371584","46080461","https://www.speedtest.net/result/c/d719b156-2124-4d38-abcc-aec8fcc85f8d"
"Partner Communications - Tel Aviv","17022","1.956","0.07","0","92728901","11751880","537356784","45950042","https://www.speedtest.net/result/c/f42ca126-82b1-45ba-b523-a222c5e6479e"
"Partner Communications - Tel Aviv","17022","1.546","0.206","0","100670609","11745838","817741184","42284987","https://www.speedtest.net/result/c/d393ed5b-99f5-43c2-8feb-ea3aaf0f388f"
"Partner Communications - Tel Aviv","17022","1.587","0.135","0","95036480","11742238","506550192","45870292","https://www.speedtest.net/result/c/c7e9265e-ec3c-4289-856e-f12eecb2d284"
